index,file_name,class,state,label
2090,12090.png,hazelnut,hole,hazelnut-hole
2091,12091.png,metal_nut,good,metal_nut-good
2092,12092.png,screw,good,screw-good
2093,12093.png,capsule,good,capsule-good
2094,12094.png,capsule,faulty_imprint,capsule-faulty_imprint
2095,12095.png,zipper,good,zipper-good
2096,12096.png,tile,rough,tile-rough
2097,12097.png,zipper,good,zipper-good
2098,12098.png,hazelnut,good,hazelnut-good
2099,12099.png,zipper,good,zipper-good
2100,12100.png,pill,good,pill-good
2101,12101.png,metal_nut,color,metal_nut-color
2102,12102.png,hazelnut,good,hazelnut-good
2103,12103.png,pill,pill_type,pill-pill_type
2104,12104.png,tile,good,tile-good
2105,12105.png,zipper,good,zipper-good
2106,12106.png,wood,liquid,wood-liquid
2107,12107.png,grid,good,grid-good
2108,12108.png,zipper,good,zipper-good
2109,12109.png,screw,good,screw-good
2110,12110.png,leather,good,leather-good
2111,12111.png,capsule,good,capsule-good
2112,12112.png,metal_nut,good,metal_nut-good
2113,12113.png,leather,good,leather-good
2114,12114.png,screw,good,screw-good
2115,12115.png,zipper,good,zipper-good
2116,12116.png,carpet,good,carpet-good
2117,12117.png,wood,good,wood-good
2118,12118.png,transistor,good,transistor-good
2119,12119.png,wood,good,wood-good
2120,12120.png,screw,good,screw-good
2121,12121.png,capsule,good,capsule-good
2122,12122.png,wood,good,wood-good
2123,12123.png,grid,good,grid-good
2124,12124.png,transistor,good,transistor-good
2125,12125.png,grid,good,grid-good
2126,12126.png,leather,good,leather-good
2127,12127.png,transistor,good,transistor-good
2128,12128.png,tile,good,tile-good
2129,12129.png,capsule,good,capsule-good
2130,12130.png,pill,good,pill-good
2131,12131.png,pill,good,pill-good
2132,12132.png,screw,good,screw-good
2133,12133.png,wood,good,wood-good
2134,12134.png,wood,good,wood-good
2135,12135.png,capsule,good,capsule-good
2136,12136.png,tile,oil,tile-oil
2137,12137.png,carpet,good,carpet-good
2138,12138.png,screw,good,screw-good
2139,12139.png,pill,good,pill-good
2140,12140.png,carpet,good,carpet-good
2141,12141.png,cable,good,cable-good
2142,12142.png,tile,good,tile-good
2143,12143.png,zipper,good,zipper-good
2144,12144.png,leather,good,leather-good
2145,12145.png,pill,faulty_imprint,pill-faulty_imprint
2146,12146.png,hazelnut,good,hazelnut-good
2147,12147.png,screw,good,screw-good
2148,12148.png,carpet,good,carpet-good
2149,12149.png,zipper,good,zipper-good
2150,12150.png,pill,good,pill-good
2151,12151.png,metal_nut,good,metal_nut-good
2152,12152.png,bottle,good,bottle-good
2153,12153.png,screw,thread_side,screw-thread_side
2154,12154.png,grid,good,grid-good
2155,12155.png,tile,good,tile-good
2156,12156.png,leather,good,leather-good
2157,12157.png,bottle,good,bottle-good
2158,12158.png,hazelnut,good,hazelnut-good
2159,12159.png,toothbrush,defective,toothbrush-defective
2160,12160.png,leather,good,leather-good
2161,12161.png,leather,good,leather-good
2162,12162.png,wood,good,wood-good
2163,12163.png,toothbrush,defective,toothbrush-defective
2164,12164.png,transistor,good,transistor-good
2165,12165.png,screw,good,screw-good
2166,12166.png,bottle,good,bottle-good
2167,12167.png,pill,good,pill-good
2168,12168.png,screw,good,screw-good
2169,12169.png,bottle,good,bottle-good
2170,12170.png,wood,good,wood-good
2171,12171.png,bottle,good,bottle-good
2172,12172.png,hazelnut,good,hazelnut-good
2173,12173.png,hazelnut,good,hazelnut-good
2174,12174.png,carpet,good,carpet-good
2175,12175.png,cable,good,cable-good
2176,12176.png,pill,good,pill-good
2177,12177.png,metal_nut,good,metal_nut-good
2178,12178.png,wood,liquid,wood-liquid
2179,12179.png,metal_nut,good,metal_nut-good
2180,12180.png,tile,good,tile-good
2181,12181.png,hazelnut,good,hazelnut-good
2182,12182.png,carpet,good,carpet-good
2183,12183.png,transistor,good,transistor-good
2184,12184.png,wood,combined,wood-combined
2185,12185.png,bottle,good,bottle-good
2186,12186.png,transistor,good,transistor-good
2187,12187.png,bottle,good,bottle-good
2188,12188.png,zipper,good,zipper-good
2189,12189.png,pill,color,pill-color
2190,12190.png,pill,good,pill-good
2191,12191.png,zipper,good,zipper-good
2192,12192.png,pill,good,pill-good
2193,12193.png,bottle,good,bottle-good
2194,12194.png,carpet,good,carpet-good
2195,12195.png,leather,good,leather-good
2196,12196.png,bottle,good,bottle-good
2197,12197.png,hazelnut,good,hazelnut-good
2198,12198.png,transistor,good,transistor-good
2199,12199.png,wood,good,wood-good
2200,12200.png,pill,good,pill-good
2201,12201.png,hazelnut,good,hazelnut-good
2202,12202.png,cable,good,cable-good
2203,12203.png,wood,good,wood-good
2204,12204.png,capsule,good,capsule-good
2205,12205.png,capsule,good,capsule-good
2206,12206.png,grid,good,grid-good
2207,12207.png,zipper,good,zipper-good
2208,12208.png,leather,good,leather-good
2209,12209.png,carpet,good,carpet-good
2210,12210.png,leather,good,leather-good
2211,12211.png,bottle,good,bottle-good
2212,12212.png,capsule,good,capsule-good
2213,12213.png,tile,good,tile-good
2214,12214.png,bottle,good,bottle-good
2215,12215.png,screw,good,screw-good
2216,12216.png,grid,good,grid-good
2217,12217.png,screw,good,screw-good
2218,12218.png,screw,good,screw-good
2219,12219.png,screw,good,screw-good
2220,12220.png,cable,cut_outer_insulation,cable-cut_outer_insulation
2221,12221.png,pill,good,pill-good
2222,12222.png,capsule,good,capsule-good
2223,12223.png,metal_nut,good,metal_nut-good
2224,12224.png,wood,good,wood-good
2225,12225.png,cable,good,cable-good
2226,12226.png,transistor,good,transistor-good
2227,12227.png,pill,good,pill-good
2228,12228.png,screw,good,screw-good
2229,12229.png,pill,good,pill-good
2230,12230.png,grid,bent,grid-bent
2231,12231.png,pill,good,pill-good
2232,12232.png,zipper,good,zipper-good
2233,12233.png,screw,good,screw-good
2234,12234.png,cable,good,cable-good
2235,12235.png,wood,good,wood-good
2236,12236.png,capsule,poke,capsule-poke
2237,12237.png,transistor,good,transistor-good
2238,12238.png,grid,good,grid-good
2239,12239.png,transistor,good,transistor-good
2240,12240.png,wood,good,wood-good
2241,12241.png,zipper,good,zipper-good
2242,12242.png,leather,good,leather-good
2243,12243.png,transistor,good,transistor-good
2244,12244.png,capsule,good,capsule-good
2245,12245.png,screw,thread_top,screw-thread_top
2246,12246.png,hazelnut,good,hazelnut-good
2247,12247.png,leather,good,leather-good
2248,12248.png,transistor,good,transistor-good
2249,12249.png,grid,good,grid-good
2250,12250.png,transistor,good,transistor-good
2251,12251.png,pill,good,pill-good
2252,12252.png,zipper,good,zipper-good
2253,12253.png,bottle,broken_large,bottle-broken_large
2254,12254.png,bottle,good,bottle-good
2255,12255.png,wood,good,wood-good
2256,12256.png,grid,good,grid-good
2257,12257.png,grid,good,grid-good
2258,12258.png,hazelnut,good,hazelnut-good
2259,12259.png,cable,good,cable-good
2260,12260.png,carpet,hole,carpet-hole
2261,12261.png,pill,good,pill-good
2262,12262.png,grid,good,grid-good
2263,12263.png,cable,good,cable-good
2264,12264.png,wood,good,wood-good
2265,12265.png,screw,scratch_neck,screw-scratch_neck
2266,12266.png,cable,good,cable-good
2267,12267.png,carpet,good,carpet-good
2268,12268.png,screw,good,screw-good
2269,12269.png,tile,good,tile-good
2270,12270.png,capsule,good,capsule-good
2271,12271.png,cable,good,cable-good
2272,12272.png,pill,good,pill-good
2273,12273.png,pill,good,pill-good
2274,12274.png,carpet,good,carpet-good
2275,12275.png,screw,thread_top,screw-thread_top
2276,12276.png,bottle,contamination,bottle-contamination
2277,12277.png,bottle,good,bottle-good
2278,12278.png,bottle,broken_small,bottle-broken_small
2279,12279.png,tile,good,tile-good
2280,12280.png,hazelnut,good,hazelnut-good
2281,12281.png,bottle,good,bottle-good
2282,12282.png,hazelnut,good,hazelnut-good
2283,12283.png,capsule,good,capsule-good
2284,12284.png,transistor,good,transistor-good
2285,12285.png,carpet,good,carpet-good
2286,12286.png,transistor,good,transistor-good
2287,12287.png,tile,good,tile-good
2288,12288.png,hazelnut,good,hazelnut-good
2289,12289.png,capsule,good,capsule-good
2290,12290.png,zipper,good,zipper-good
2291,12291.png,pill,color,pill-color
2292,12292.png,wood,good,wood-good
2293,12293.png,cable,good,cable-good
2294,12294.png,leather,poke,leather-poke
2295,12295.png,zipper,good,zipper-good
2296,12296.png,transistor,good,transistor-good
2297,12297.png,cable,good,cable-good
2298,12298.png,wood,good,wood-good
2299,12299.png,hazelnut,good,hazelnut-good
2300,12300.png,hazelnut,good,hazelnut-good
2301,12301.png,leather,good,leather-good
2302,12302.png,tile,oil,tile-oil
2303,12303.png,tile,good,tile-good
2304,12304.png,metal_nut,good,metal_nut-good
2305,12305.png,carpet,good,carpet-good
2306,12306.png,cable,good,cable-good
2307,12307.png,metal_nut,good,metal_nut-good
2308,12308.png,screw,good,screw-good
2309,12309.png,leather,color,leather-color
2310,12310.png,carpet,good,carpet-good
2311,12311.png,capsule,squeeze,capsule-squeeze
2312,12312.png,hazelnut,good,hazelnut-good
2313,12313.png,wood,scratch,wood-scratch
2314,12314.png,pill,good,pill-good
2315,12315.png,cable,good,cable-good
2316,12316.png,pill,good,pill-good
2317,12317.png,screw,good,screw-good
2318,12318.png,carpet,good,carpet-good
2319,12319.png,hazelnut,good,hazelnut-good
2320,12320.png,pill,good,pill-good
2321,12321.png,toothbrush,defective,toothbrush-defective
2322,12322.png,metal_nut,good,metal_nut-good
2323,12323.png,leather,good,leather-good
2324,12324.png,hazelnut,good,hazelnut-good
2325,12325.png,pill,good,pill-good
2326,12326.png,screw,good,screw-good
2327,12327.png,tile,good,tile-good
2328,12328.png,metal_nut,good,metal_nut-good
2329,12329.png,carpet,good,carpet-good
2330,12330.png,zipper,good,zipper-good
2331,12331.png,capsule,good,capsule-good
2332,12332.png,tile,good,tile-good
2333,12333.png,cable,good,cable-good
2334,12334.png,carpet,good,carpet-good
2335,12335.png,leather,good,leather-good
2336,12336.png,screw,good,screw-good
2337,12337.png,screw,good,screw-good
2338,12338.png,zipper,good,zipper-good
2339,12339.png,transistor,good,transistor-good
2340,12340.png,leather,good,leather-good
2341,12341.png,leather,glue,leather-glue
2342,12342.png,grid,good,grid-good
2343,12343.png,screw,good,screw-good
2344,12344.png,screw,manipulated_front,screw-manipulated_front
2345,12345.png,zipper,good,zipper-good
2346,12346.png,tile,good,tile-good
2347,12347.png,metal_nut,good,metal_nut-good
2348,12348.png,hazelnut,good,hazelnut-good
2349,12349.png,pill,good,pill-good
2350,12350.png,zipper,good,zipper-good
2351,12351.png,carpet,good,carpet-good
2352,12352.png,zipper,good,zipper-good
2353,12353.png,transistor,bent_lead,transistor-bent_lead
2354,12354.png,hazelnut,crack,hazelnut-crack
2355,12355.png,transistor,bent_lead,transistor-bent_lead
2356,12356.png,grid,good,grid-good
2357,12357.png,capsule,good,capsule-good
2358,12358.png,capsule,good,capsule-good
2359,12359.png,transistor,good,transistor-good
2360,12360.png,grid,good,grid-good
2361,12361.png,capsule,good,capsule-good
2362,12362.png,transistor,good,transistor-good
2363,12363.png,carpet,good,carpet-good
2364,12364.png,tile,good,tile-good
2365,12365.png,screw,good,screw-good
2366,12366.png,toothbrush,good,toothbrush-good
2367,12367.png,hazelnut,good,hazelnut-good
2368,12368.png,screw,good,screw-good
2369,12369.png,pill,combined,pill-combined
2370,12370.png,bottle,good,bottle-good
2371,12371.png,cable,good,cable-good
2372,12372.png,cable,cut_inner_insulation,cable-cut_inner_insulation
2373,12373.png,hazelnut,good,hazelnut-good
2374,12374.png,zipper,split_teeth,zipper-split_teeth
2375,12375.png,capsule,good,capsule-good
2376,12376.png,pill,good,pill-good
2377,12377.png,leather,glue,leather-glue
2378,12378.png,capsule,crack,capsule-crack
2379,12379.png,wood,good,wood-good
2380,12380.png,pill,good,pill-good
2381,12381.png,screw,thread_top,screw-thread_top
2382,12382.png,carpet,good,carpet-good
2383,12383.png,tile,rough,tile-rough
2384,12384.png,transistor,damaged_case,transistor-damaged_case
2385,12385.png,cable,good,cable-good
2386,12386.png,transistor,good,transistor-good
2387,12387.png,screw,good,screw-good
2388,12388.png,grid,good,grid-good
2389,12389.png,pill,good,pill-good
2390,12390.png,cable,good,cable-good
2391,12391.png,pill,good,pill-good
2392,12392.png,cable,good,cable-good
2393,12393.png,metal_nut,good,metal_nut-good
2394,12394.png,hazelnut,good,hazelnut-good
2395,12395.png,zipper,good,zipper-good
2396,12396.png,screw,good,screw-good
2397,12397.png,grid,good,grid-good
2398,12398.png,zipper,good,zipper-good
2399,12399.png,tile,rough,tile-rough
2400,12400.png,screw,good,screw-good
2401,12401.png,bottle,good,bottle-good
2402,12402.png,hazelnut,good,hazelnut-good
2403,12403.png,wood,good,wood-good
2404,12404.png,bottle,good,bottle-good
2405,12405.png,hazelnut,good,hazelnut-good
2406,12406.png,grid,good,grid-good
2407,12407.png,transistor,good,transistor-good
2408,12408.png,transistor,good,transistor-good
2409,12409.png,pill,good,pill-good
2410,12410.png,carpet,good,carpet-good
2411,12411.png,hazelnut,good,hazelnut-good
2412,12412.png,hazelnut,good,hazelnut-good
2413,12413.png,leather,good,leather-good
2414,12414.png,carpet,good,carpet-good
2415,12415.png,carpet,thread,carpet-thread
2416,12416.png,leather,good,leather-good
2417,12417.png,grid,good,grid-good
2418,12418.png,leather,good,leather-good
2419,12419.png,transistor,good,transistor-good
2420,12420.png,metal_nut,good,metal_nut-good
2421,12421.png,leather,good,leather-good
2422,12422.png,leather,cut,leather-cut
2423,12423.png,pill,good,pill-good
2424,12424.png,capsule,squeeze,capsule-squeeze
2425,12425.png,carpet,good,carpet-good
2426,12426.png,carpet,good,carpet-good
2427,12427.png,zipper,good,zipper-good
2428,12428.png,pill,good,pill-good
2429,12429.png,hazelnut,good,hazelnut-good
2430,12430.png,leather,good,leather-good
2431,12431.png,hazelnut,good,hazelnut-good
2432,12432.png,carpet,hole,carpet-hole
2433,12433.png,screw,scratch_neck,screw-scratch_neck
2434,12434.png,leather,good,leather-good
2435,12435.png,cable,good,cable-good
2436,12436.png,zipper,broken_teeth,zipper-broken_teeth
2437,12437.png,cable,good,cable-good
2438,12438.png,capsule,good,capsule-good
2439,12439.png,metal_nut,good,metal_nut-good
2440,12440.png,pill,good,pill-good
2441,12441.png,carpet,good,carpet-good
2442,12442.png,hazelnut,good,hazelnut-good
2443,12443.png,capsule,faulty_imprint,capsule-faulty_imprint
2444,12444.png,bottle,good,bottle-good
2445,12445.png,hazelnut,good,hazelnut-good
2446,12446.png,hazelnut,good,hazelnut-good
2447,12447.png,transistor,good,transistor-good
2448,12448.png,pill,good,pill-good
2449,12449.png,grid,good,grid-good
2450,12450.png,zipper,broken_teeth,zipper-broken_teeth
2451,12451.png,leather,good,leather-good
2452,12452.png,leather,good,leather-good
2453,12453.png,tile,good,tile-good
2454,12454.png,hazelnut,good,hazelnut-good
2455,12455.png,grid,good,grid-good
2456,12456.png,screw,good,screw-good
2457,12457.png,screw,good,screw-good
2458,12458.png,pill,good,pill-good
2459,12459.png,carpet,good,carpet-good
2460,12460.png,transistor,good,transistor-good
2461,12461.png,tile,good,tile-good
2462,12462.png,leather,good,leather-good
2463,12463.png,wood,good,wood-good
2464,12464.png,transistor,good,transistor-good
2465,12465.png,leather,good,leather-good
2466,12466.png,zipper,good,zipper-good
2467,12467.png,metal_nut,flip,metal_nut-flip
2468,12468.png,screw,good,screw-good
2469,12469.png,wood,good,wood-good
2470,12470.png,capsule,poke,capsule-poke
2471,12471.png,transistor,misplaced,transistor-misplaced
2472,12472.png,grid,good,grid-good
2473,12473.png,leather,good,leather-good
2474,12474.png,tile,good,tile-good
2475,12475.png,zipper,good,zipper-good
2476,12476.png,zipper,good,zipper-good
2477,12477.png,cable,good,cable-good
2478,12478.png,screw,good,screw-good
2479,12479.png,hazelnut,good,hazelnut-good
2480,12480.png,toothbrush,good,toothbrush-good
2481,12481.png,carpet,good,carpet-good
2482,12482.png,wood,combined,wood-combined
2483,12483.png,capsule,faulty_imprint,capsule-faulty_imprint
2484,12484.png,capsule,good,capsule-good
2485,12485.png,screw,good,screw-good
2486,12486.png,hazelnut,cut,hazelnut-cut
2487,12487.png,carpet,good,carpet-good
2488,12488.png,pill,good,pill-good
2489,12489.png,pill,good,pill-good
2490,12490.png,pill,good,pill-good
2491,12491.png,hazelnut,good,hazelnut-good
2492,12492.png,tile,good,tile-good
2493,12493.png,grid,good,grid-good
2494,12494.png,hazelnut,good,hazelnut-good
2495,12495.png,metal_nut,good,metal_nut-good
2496,12496.png,grid,good,grid-good
2497,12497.png,carpet,good,carpet-good
2498,12498.png,hazelnut,good,hazelnut-good
2499,12499.png,carpet,good,carpet-good
2500,12500.png,wood,scratch,wood-scratch
2501,12501.png,wood,good,wood-good
2502,12502.png,leather,poke,leather-poke
2503,12503.png,capsule,good,capsule-good
2504,12504.png,screw,good,screw-good
2505,12505.png,cable,good,cable-good
2506,12506.png,leather,poke,leather-poke
2507,12507.png,hazelnut,good,hazelnut-good
2508,12508.png,wood,good,wood-good
2509,12509.png,capsule,good,capsule-good
2510,12510.png,wood,scratch,wood-scratch
2511,12511.png,pill,good,pill-good
2512,12512.png,screw,good,screw-good
2513,12513.png,hazelnut,good,hazelnut-good
2514,12514.png,pill,good,pill-good
2515,12515.png,screw,good,screw-good
2516,12516.png,screw,good,screw-good
2517,12517.png,pill,good,pill-good
2518,12518.png,screw,good,screw-good
2519,12519.png,bottle,good,bottle-good
2520,12520.png,wood,good,wood-good
2521,12521.png,capsule,good,capsule-good
2522,12522.png,carpet,good,carpet-good
2523,12523.png,screw,thread_top,screw-thread_top
2524,12524.png,leather,good,leather-good
2525,12525.png,wood,hole,wood-hole
2526,12526.png,pill,good,pill-good
2527,12527.png,pill,good,pill-good
2528,12528.png,zipper,good,zipper-good
2529,12529.png,grid,good,grid-good
2530,12530.png,hazelnut,good,hazelnut-good
2531,12531.png,pill,good,pill-good
2532,12532.png,wood,good,wood-good
2533,12533.png,carpet,good,carpet-good
2534,12534.png,pill,good,pill-good
2535,12535.png,screw,good,screw-good
2536,12536.png,cable,good,cable-good
2537,12537.png,hazelnut,good,hazelnut-good
2538,12538.png,grid,good,grid-good
2539,12539.png,zipper,good,zipper-good
2540,12540.png,pill,good,pill-good
2541,12541.png,tile,crack,tile-crack
2542,12542.png,cable,good,cable-good
2543,12543.png,carpet,good,carpet-good
2544,12544.png,cable,good,cable-good
2545,12545.png,metal_nut,good,metal_nut-good
2546,12546.png,hazelnut,good,hazelnut-good
2547,12547.png,wood,good,wood-good
2548,12548.png,capsule,scratch,capsule-scratch
2549,12549.png,wood,good,wood-good
2550,12550.png,grid,good,grid-good
2551,12551.png,toothbrush,good,toothbrush-good
2552,12552.png,capsule,good,capsule-good
2553,12553.png,bottle,good,bottle-good
2554,12554.png,wood,good,wood-good
2555,12555.png,screw,scratch_head,screw-scratch_head
2556,12556.png,zipper,fabric_interior,zipper-fabric_interior
2557,12557.png,hazelnut,good,hazelnut-good
2558,12558.png,wood,good,wood-good
2559,12559.png,metal_nut,good,metal_nut-good
2560,12560.png,carpet,thread,carpet-thread
2561,12561.png,grid,good,grid-good
2562,12562.png,carpet,good,carpet-good
2563,12563.png,transistor,good,transistor-good
2564,12564.png,wood,good,wood-good
2565,12565.png,tile,good,tile-good
2566,12566.png,screw,good,screw-good
2567,12567.png,capsule,good,capsule-good
2568,12568.png,leather,good,leather-good
2569,12569.png,carpet,good,carpet-good
2570,12570.png,hazelnut,good,hazelnut-good
2571,12571.png,screw,good,screw-good
2572,12572.png,pill,good,pill-good
2573,12573.png,hazelnut,good,hazelnut-good
2574,12574.png,metal_nut,good,metal_nut-good
2575,12575.png,zipper,good,zipper-good
2576,12576.png,hazelnut,good,hazelnut-good
2577,12577.png,bottle,good,bottle-good
2578,12578.png,carpet,good,carpet-good
2579,12579.png,capsule,good,capsule-good
2580,12580.png,grid,good,grid-good
2581,12581.png,tile,gray_stroke,tile-gray_stroke
2582,12582.png,metal_nut,good,metal_nut-good
2583,12583.png,screw,good,screw-good
2584,12584.png,bottle,good,bottle-good
2585,12585.png,grid,good,grid-good
2586,12586.png,pill,good,pill-good
2587,12587.png,zipper,split_teeth,zipper-split_teeth
2588,12588.png,metal_nut,good,metal_nut-good
2589,12589.png,tile,crack,tile-crack
2590,12590.png,zipper,good,zipper-good
2591,12591.png,transistor,good,transistor-good
2592,12592.png,capsule,good,capsule-good
2593,12593.png,hazelnut,good,hazelnut-good
2594,12594.png,leather,good,leather-good
2595,12595.png,grid,good,grid-good
2596,12596.png,toothbrush,good,toothbrush-good
2597,12597.png,cable,good,cable-good
2598,12598.png,cable,good,cable-good
2599,12599.png,toothbrush,good,toothbrush-good
2600,12600.png,grid,good,grid-good
2601,12601.png,tile,good,tile-good
2602,12602.png,hazelnut,good,hazelnut-good
2603,12603.png,carpet,good,carpet-good
2604,12604.png,leather,good,leather-good
2605,12605.png,wood,good,wood-good
2606,12606.png,hazelnut,good,hazelnut-good
2607,12607.png,hazelnut,good,hazelnut-good
2608,12608.png,wood,good,wood-good
2609,12609.png,cable,good,cable-good
2610,12610.png,wood,liquid,wood-liquid
2611,12611.png,capsule,good,capsule-good
2612,12612.png,carpet,good,carpet-good
2613,12613.png,toothbrush,good,toothbrush-good
2614,12614.png,pill,good,pill-good
2615,12615.png,hazelnut,good,hazelnut-good
2616,12616.png,wood,good,wood-good
2617,12617.png,grid,good,grid-good
2618,12618.png,metal_nut,good,metal_nut-good
2619,12619.png,hazelnut,good,hazelnut-good
2620,12620.png,pill,good,pill-good
2621,12621.png,wood,good,wood-good
2622,12622.png,metal_nut,good,metal_nut-good
2623,12623.png,wood,scratch,wood-scratch
2624,12624.png,hazelnut,good,hazelnut-good
2625,12625.png,screw,good,screw-good
2626,12626.png,screw,good,screw-good
2627,12627.png,cable,poke_insulation,cable-poke_insulation
2628,12628.png,hazelnut,good,hazelnut-good
2629,12629.png,leather,good,leather-good
2630,12630.png,tile,rough,tile-rough
2631,12631.png,pill,faulty_imprint,pill-faulty_imprint
2632,12632.png,capsule,squeeze,capsule-squeeze
2633,12633.png,screw,good,screw-good
2634,12634.png,wood,good,wood-good
2635,12635.png,hazelnut,good,hazelnut-good
2636,12636.png,toothbrush,good,toothbrush-good
2637,12637.png,zipper,good,zipper-good
2638,12638.png,metal_nut,good,metal_nut-good
2639,12639.png,screw,good,screw-good
2640,12640.png,tile,good,tile-good
2641,12641.png,hazelnut,good,hazelnut-good
2642,12642.png,tile,good,tile-good
2643,12643.png,cable,good,cable-good
2644,12644.png,wood,good,wood-good
2645,12645.png,carpet,good,carpet-good
2646,12646.png,bottle,good,bottle-good
2647,12647.png,hazelnut,good,hazelnut-good
2648,12648.png,transistor,good,transistor-good
2649,12649.png,zipper,good,zipper-good
2650,12650.png,leather,good,leather-good
2651,12651.png,pill,combined,pill-combined
2652,12652.png,carpet,good,carpet-good
2653,12653.png,grid,good,grid-good
2654,12654.png,transistor,good,transistor-good
2655,12655.png,bottle,good,bottle-good
2656,12656.png,bottle,good,bottle-good
2657,12657.png,transistor,good,transistor-good
2658,12658.png,zipper,good,zipper-good
2659,12659.png,hazelnut,good,hazelnut-good
2660,12660.png,screw,good,screw-good
2661,12661.png,grid,good,grid-good
2662,12662.png,carpet,good,carpet-good
2663,12663.png,pill,good,pill-good
2664,12664.png,carpet,good,carpet-good
2665,12665.png,pill,good,pill-good
2666,12666.png,metal_nut,color,metal_nut-color
2667,12667.png,transistor,good,transistor-good
2668,12668.png,grid,good,grid-good
2669,12669.png,carpet,good,carpet-good
2670,12670.png,grid,good,grid-good
2671,12671.png,bottle,good,bottle-good
2672,12672.png,transistor,good,transistor-good
2673,12673.png,hazelnut,good,hazelnut-good
2674,12674.png,zipper,good,zipper-good
2675,12675.png,leather,fold,leather-fold
2676,12676.png,bottle,good,bottle-good
2677,12677.png,metal_nut,good,metal_nut-good
2678,12678.png,cable,good,cable-good
2679,12679.png,hazelnut,good,hazelnut-good
2680,12680.png,transistor,good,transistor-good
2681,12681.png,capsule,good,capsule-good
2682,12682.png,hazelnut,good,hazelnut-good
2683,12683.png,transistor,good,transistor-good
2684,12684.png,leather,good,leather-good
2685,12685.png,toothbrush,good,toothbrush-good
2686,12686.png,wood,good,wood-good
2687,12687.png,capsule,good,capsule-good
2688,12688.png,tile,good,tile-good
2689,12689.png,metal_nut,good,metal_nut-good
2690,12690.png,pill,good,pill-good
2691,12691.png,tile,good,tile-good
2692,12692.png,cable,good,cable-good
2693,12693.png,grid,good,grid-good
2694,12694.png,screw,good,screw-good
2695,12695.png,tile,good,tile-good
2696,12696.png,hazelnut,crack,hazelnut-crack
2697,12697.png,pill,good,pill-good
2698,12698.png,capsule,good,capsule-good
2699,12699.png,pill,good,pill-good
2700,12700.png,hazelnut,good,hazelnut-good
2701,12701.png,transistor,good,transistor-good
2702,12702.png,hazelnut,good,hazelnut-good
2703,12703.png,cable,missing_cable,cable-missing_cable
2704,12704.png,zipper,rough,zipper-rough
2705,12705.png,carpet,good,carpet-good
2706,12706.png,bottle,good,bottle-good
2707,12707.png,hazelnut,print,hazelnut-print
2708,12708.png,carpet,thread,carpet-thread
2709,12709.png,carpet,good,carpet-good
2710,12710.png,tile,good,tile-good
2711,12711.png,cable,combined,cable-combined
2712,12712.png,transistor,good,transistor-good
2713,12713.png,grid,good,grid-good
2714,12714.png,hazelnut,good,hazelnut-good
2715,12715.png,capsule,squeeze,capsule-squeeze
2716,12716.png,leather,color,leather-color
2717,12717.png,cable,good,cable-good
2718,12718.png,grid,good,grid-good
2719,12719.png,capsule,good,capsule-good
2720,12720.png,capsule,good,capsule-good
2721,12721.png,screw,thread_top,screw-thread_top
2722,12722.png,leather,good,leather-good
2723,12723.png,capsule,good,capsule-good
2724,12724.png,screw,good,screw-good
2725,12725.png,screw,good,screw-good
2726,12726.png,pill,good,pill-good
2727,12727.png,hazelnut,good,hazelnut-good
2728,12728.png,wood,good,wood-good
2729,12729.png,hazelnut,good,hazelnut-good
2730,12730.png,pill,good,pill-good
2731,12731.png,cable,good,cable-good
2732,12732.png,metal_nut,good,metal_nut-good
2733,12733.png,zipper,good,zipper-good
2734,12734.png,capsule,good,capsule-good
2735,12735.png,cable,good,cable-good
2736,12736.png,carpet,good,carpet-good
2737,12737.png,leather,good,leather-good
2738,12738.png,hazelnut,good,hazelnut-good
2739,12739.png,capsule,scratch,capsule-scratch
2740,12740.png,hazelnut,print,hazelnut-print
2741,12741.png,screw,good,screw-good
2742,12742.png,carpet,good,carpet-good
2743,12743.png,cable,good,cable-good
2744,12744.png,grid,good,grid-good
2745,12745.png,wood,good,wood-good
2746,12746.png,capsule,good,capsule-good
2747,12747.png,wood,good,wood-good
2748,12748.png,wood,hole,wood-hole
2749,12749.png,transistor,good,transistor-good
2750,12750.png,leather,good,leather-good
2751,12751.png,cable,good,cable-good
2752,12752.png,leather,good,leather-good
2753,12753.png,grid,good,grid-good
2754,12754.png,tile,good,tile-good
2755,12755.png,capsule,good,capsule-good
2756,12756.png,hazelnut,good,hazelnut-good
2757,12757.png,bottle,contamination,bottle-contamination
2758,12758.png,bottle,good,bottle-good
2759,12759.png,hazelnut,good,hazelnut-good
2760,12760.png,wood,good,wood-good
2761,12761.png,grid,good,grid-good
2762,12762.png,grid,good,grid-good
2763,12763.png,screw,good,screw-good
2764,12764.png,hazelnut,good,hazelnut-good
2765,12765.png,cable,good,cable-good
2766,12766.png,pill,good,pill-good
2767,12767.png,capsule,good,capsule-good
2768,12768.png,screw,good,screw-good
2769,12769.png,bottle,good,bottle-good
2770,12770.png,hazelnut,good,hazelnut-good
2771,12771.png,wood,good,wood-good
2772,12772.png,transistor,good,transistor-good
2773,12773.png,zipper,good,zipper-good
2774,12774.png,capsule,good,capsule-good
2775,12775.png,grid,good,grid-good
2776,12776.png,hazelnut,good,hazelnut-good
2777,12777.png,leather,good,leather-good
